Bug ID,Component,Severity,Priority,OS,Assignee
424590,Extension Compatibility,normal, --,Mac OS X,nobody
424839,Bookmarks & History,trivial, --,Windows XP,nobody
424874,Preferences,normal, --,Mac OS X,mconnor
424899,Theme,normal, --,All,nobody
424900,Bookmarks & History,normal,P2,All,nobody
424944,Theme,normal, --,Linux,nobody
425061,General,major, --,Linux,nobody
425083,General,normal, --,Windows XP,nobody
425281,Theme,normal, --,Windows XP,nobody
425540,Bookmarks & History,normal, --,All,nobody
425784,Security,normal, --,Mac OS X,nobody
425808,Extension Compatibility,normal, --,Mac OS X,nobody
425926,Toolbars and Customization,normal, --,Linux,nobody
426354,General,normal, --,Windows XP,nobody
426357,General,normal, --,Mac OS X,nobody
426515,Bookmarks & History,major, --,All,nobody
426724,Theme,normal, --,All,nobody
426747,Bookmarks & History,minor, --,Windows XP,nobody
426748,Theme,normal, --,All,nobody
426885,General,normal, --,Mac OS X,nobody
427321,General,critical, --,Windows XP,nobody
427608,Bookmarks & History,normal, --,Mac OS X,nobody
428296,Bookmarks & History,trivial, --,All,nobody
428558,Bookmarks & History,normal, --,All,nobody
428571,Installer,normal, --,Windows Vista,nobody
428995,General,normal, --,Windows XP,nobody
429310,Theme,normal, --,Windows Vista,nobody
429369,Installer,normal, --,Linux,nobody
429513,Search,minor, --,All,nobody
429688,Theme,normal, --,All,rflint
430006,Preferences,normal, --,All,nobody
430049,General,major, --,Windows XP,nobody
430222,General,normal, --,Windows XP,nobody
430475,RSS Discovery and Preview,normal, --,All,nobody
430756,Location Bar,normal, --,All,nobody
431089,General,trivial, --,Windows XP,nobody
431362,Tabbed Browser,normal, --,Mac OS X,nobody
431424,General,normal, --,SunOS,nobody
431532,Disability Access,normal, --,Windows XP,nobody
431646,Theme,normal, --,Windows Vista,nobody
431699,Bookmarks & History,normal, --,All,nobody
431827,Security,normal, --,All,nobody
432221,Theme,normal, --,Mac OS X,nobody
432358,General,normal, --,Mac OS X,nobody
432620,Bookmarks & History,normal, --,All,nobody
433032,General,normal, --,All,nobody
433187,Bookmarks & History,minor, --,Windows XP,nobody
433324,Security,normal, --,All,nobody
433877,General,normal, --,Windows Vista,nobody
433959,Page Info Window,normal, --,All,nobody
434012,Menus,major, --,Windows XP,nobody
434036,General,normal, --,All,nobody
434172,Location Bar,normal, --,Linux,nobody
434389,Theme,trivial, --,Windows Vista,nobody
434406,Location Bar,normal, --,Windows XP,nobody
434544,Security,major, --,Windows XP,nobody
434558,General,normal, --,Linux,nobody
434604,File Handling,normal, --,Linux,nobody
434803,File Handling,normal, --,Windows XP,nobody
434807,General,normal, --,Windows XP,nobody
434869,Migration,normal, --,All,nobody
434947,Location Bar,normal, --,All,nobody
435597,Tabbed Browser,major, --,Windows 2000,nobody
435776,Search,normal, --,Windows XP,nobody
436027,Installer,minor, --,Windows XP,nobody
436130,Theme,trivial, --,Linux,nobody
436226,File Handling,normal, --,Windows Vista,nobody
436231,General,normal, --,All,nobody
436253,Bookmarks & History,normal, --,All,nobody
436314,General,normal, --,Windows XP,nobody
436482,General,normal, --,Windows XP,nobody
436724,General,normal, --,Windows Server 2003,nobody
436961,General,normal, --,Linux,nobody
437024,Shell Integration,minor, --,Mac System 9.x,nobody
437090,General,major, --,Windows XP,nobody
437549,General,normal, --,Mac OS X,nobody
437596,General,minor, --,Windows Server 2003,nobody
437996,Bookmarks & History,major, --,Linux,nobody
438340,File Handling,normal, --,Linux,nobody
438411,Extension Compatibility,major, --,Mac OS X,nobody
438718,Bookmarks & History,normal, --,All,nobody
439054,Tabbed Browser,major,P1,All,mconnor
439268,General,normal, --,Windows XP,nobody
439290,General,critical, --,Windows XP,nobody
439368,Tabbed Browser,minor, --,Linux,nobody
439369,Shell Integration,normal, --,Windows XP,nobody
439381,Bookmarks & History,major, --,All,nobody
439612,Build Config,normal, --,Windows XP,nobody
439893,Shell Integration,major, --,Windows XP,nobody
440035,Tabbed Browser,major, --,Windows XP,nobody
440137,Bookmarks & History,normal, --,Windows XP,nobody
440228,General,normal, --,All,nobody
440258,General,normal, --,All,nobody
440316,Bookmarks & History,minor, --,Windows 2000,nobody
440460,Bookmarks & History,major, --,All,nobody
440648,General,normal, --,Mac OS X,nobody
440726,General,critical, --,Windows XP,nobody
441211,Security,normal, --,Mac OS X,nobody
441333,Search,minor, --,Windows XP,nobody
441556,General,normal, --,Windows Vista,nobody
441588,Shell Integration,normal, --,Mac OS X,nobody
441630,Migration,normal, --,Linux,nobody
441831,Location Bar,normal, --,Linux,nobody
441975,General,minor, --,Windows XP,nobody
442131,General,normal, --,All,nobody
442295,General,major, --,Windows 2000,nobody
442483,Shell Integration,major, --,Windows XP,nobody
442654,Migration,normal, --,SunOS,nobody
442658,Security,normal, --,All,nobody
442738,General,normal, --,All,nobody
442789,Build Config,normal, --,Linux,nobody
442839,Security,normal, --,All,bugzilla
443043,Disability Access,normal, --,All,nobody
443354,Session Restore,major, --,All,nobody
443548,Keyboard Navigation,minor, --,OS/2,nobody
443778,Installer,major, --,Windows XP,nobody
443860,Tabbed Browser,normal, --,All,nobody
444049,Bookmarks & History,major, --,Windows XP,nobody
444239,Bookmarks & History,normal, --,Windows XP,nobody
445058,Bookmarks & History,minor, --,All,nobody
445302,Bookmarks & History,major, --,All,nobody
445495,Tabbed Browser,normal, --,All,nobody
445542,Toolbars and Customization,major, --,Mac OS X,nobody
445579,Security,normal, --,Linux,nobody
445784,Tabbed Browser,major, --,Windows 2000,nobody
446007,General,normal, --,All,nobody
446199,Tabbed Browser,normal, --,All,nobody
446200,Search,normal, --,All,nobody
446347,General,major, --,Windows Vista,nobody
446356,General,critical, --,Windows 98,nobody
446357,Session Restore,minor, --,All,nobody
446557,Installer,normal, --,Windows XP,nobody
446599,Installer,normal, --,Windows XP,nobody
446627,File Handling,normal, --,Windows XP,nobody
446671,Security,major, --,All,nobody
446704,General,trivial, --,All,nobody
447577,General,normal, --,All,nobody
447592,Preferences,normal, --,Linux,nobody
447793,General,major, --,Windows XP,nobody
447850,General,normal, --,Windows XP,nobody
448305,Installer,normal, --,Windows XP,nobody
448369,Menus,minor, --,Windows 2000,nobody
448461,Bookmarks & History,normal, --,All,nobody
448862,Extension Compatibility,minor, --,All,nobody
449038,Security,critical, --,Windows XP,nobody
449502,General,normal, --,Mac OS X,nobody
449645,Menus,normal, --,Windows XP,nobody
449671,Build Config,normal, --,IRIX,nobody
449926,General,normal, --,All,nobody
449946,General,normal, --,Windows Vista,nobody
450023,Tabbed Browser,normal, --,Windows XP,nobody
450141,Security,normal, --,Windows XP,nobody
450314,Bookmarks & History,normal,P2,All,dietrich
451581,Bookmarks & History,normal, --,All,nobody
451607,Bookmarks & History,normal, --,All,nobody
451736,Search,normal, --,Linux,nobody
452597,General,normal, --,Windows XP,nobody
452857,Bookmarks & History,normal, --,Windows XP,nobody
452936,Security,major, --,Windows XP,nobody
453045,Security,normal, --,Mac OS X,kaie
453773,General,normal, --,Mac OS X,nobody
454485,Bookmarks & History,normal, --,Linux,arpad.borsos
454779,General,normal, --,All,ted
455044,Bookmarks & History,normal, --,Windows XP,nobody
455244,Shell Integration,normal, --,Windows Vista,nobody
455560,Bookmarks & History,trivial, --,All,nobody
455975,Theme,trivial, --,Linux,nobody
456210,Bookmarks & History,critical, --,Windows XP,dietrich
457014,Search,normal, --,All,nobody
457068,Extension Compatibility,normal, --,All,nobody
457319,General,trivial, --,All,nobody
457595,Preferences,major, --,Windows XP,nobody
457708,Bookmarks & History,normal,P3,All,nobody
458019,Bookmarks & History,normal, --,All,mak77
458652,Installer,critical, --,Windows XP,nobody
458866,Theme,normal, --,Windows Vista,tellrob
459131,Preferences,normal, --,Mac OS X,xfsunoles
459138,Search,minor, --,All,nobody
459341,General,major, --,Windows 7,nobody
459350,General,major, --,Windows XP,nobody
459360,Menus,normal, --,Linux,nobody
460060,General,normal, --,All,nobody
460411,Build Config,critical, --,Windows Vista,nobody
460822,Bookmarks & History,normal, --,All,mak77
460907,Bookmarks & History,normal, --,Windows XP,nobody
460959,Session Restore,normal, --,All,nobody
461306,Menus,normal, --,All,nobody
461478,General,normal, --,Windows XP,nobody
461698,Extension Compatibility,major, --,Windows Vista,nobody
462273,General,normal, --,All,wladow
462310,Bookmarks & History,normal, --,All,nobody
462413,Bookmarks & History,major, --,Mac OS X,nobody
462579,Private Browsing,trivial, --,All,ehsan
462640,Theme,normal, --,Mac OS X,nobody
462976,Theme,normal, --,Windows Vista,nobody
463017,General,normal, --,Windows Vista,nobody
463308,Preferences,normal, --,All,nobody
463436,Private Browsing,normal, --,All,nobody
463454,Private Browsing,normal, --,Mac OS X,nobody
463482,Private Browsing,normal, --,All,ehsan
463548,Theme,normal, --,Windows Vista,nobody
463764,Private Browsing,normal, --,All,nobody
463944,Theme,normal, --,Mac OS X,nobody
463976,General,trivial, --,Windows XP,nobody
464259,Bookmarks & History,normal, --,All,nobody
464792,Private Browsing,major, --,All,ehsan
464912,Menus,normal, --,Mac OS X,nobody
464968,Disability Access,normal, --,Windows XP,nobody
465340,Preferences,minor, --,Windows Vista,nobody
465584,Security,minor, --,All,nobody
466425,General,normal, --,All,nobody
466773,Private Browsing,normal, --,All,nobody
467300,General,normal, --,Windows XP,nobody
468457,Bookmarks & History,normal, --,Windows XP,nobody
468663,Extension Compatibility,normal, --,All,nobody
469082,Preferences,normal, --,All,nobody
469176,Tabbed Browser,normal, --,All,nobody
469493,Build Config,major, --,Linux,nobody
469503,Bookmarks & History,major, --,Mac OS X,nobody
469695,Tabbed Browser,trivial, --,Mac OS X,nobody
469768,General,normal, --,Mac OS X,nobody
469939,Security,normal, --,All,nobody
469976,Security,critical, --,Linux,nobody
470032,General,major, --,Windows Vista,nobody
470164,General,normal, --,Windows XP,nobody
470611,General,major, --,Windows XP,nobody
471746,Installer,major, --,Mac OS X,nobody
471998,Private Browsing,normal, --,All,ehsan
472211,Private Browsing,normal,P4,All,nobody
472655,General,normal, --,Windows XP,nobody
472826,Disability Access,minor, --,All,dbolter
472874,General,normal, --,Windows 7,jmathies
473131,General,critical, --,Windows Vista,nobody
473360,General,normal, --,Windows XP,nobody
473367,General,minor, --,Windows Vista,nobody
473446,Bookmarks & History,critical, --,Windows XP,nobody
473771,Location Bar,minor, --,All,nobody
473986,Bookmarks & History,normal, --,Mac OS X,nobody
474061,Location Bar,major, --,Windows 2000,nobody
474311,Security,normal, --,Windows XP,nobody
474431,General,normal, --,All,nobody
474967,General,critical, --,Windows XP,nobody
475093,Bookmarks & History,normal, --,Windows XP,nobody
475142,Tabbed Browser,major, --,All,nobody
475818,Bookmarks & History,normal, --,Windows XP,nobody
476505,Security,normal, --,All,nobody
476717,Session Restore,minor, --,All,nobody
477244,Security,normal, --,All,nobody
477306,Extension Compatibility,normal, --,Windows XP,nobody
477561,Preferences,major, --,Windows XP,nobody
477905,Build Config,critical, --,Linux,nobody
478016,General,normal, --,Windows XP,nobody
478750,Tabbed Browser,normal, --,All,nobody
479127,Bookmarks & History,normal, --,All,nobody
479250,Installer,normal, --,Windows XP,nobody
479298,General,normal, --,All,nobody
479534,File Handling,minor, --,Windows 2000,nobody
479668,Bookmarks & History,minor, --,All,nobody
479742,Tabbed Browser,normal, --,Mac OS X,nobody
479976,RSS Discovery and Preview,normal, --,All,jhford
480438,General,minor, --,Windows XP,nobody
481126,General,major, --,Windows NT,nobody
481619,Security,major, --,All,nobody
481786,Private Browsing,critical, --,All,ehsan
481791,Private Browsing,normal, --,All,nobody
481858,Theme,normal, --,Mac OS X,nobody
482072,General,normal, --,Windows 2000,nobody
482259,Location Bar,trivial, --,All,nobody
482313,Security,critical, --,Windows XP,nobody
482395,General,trivial, --,Windows XP,nobody
483208,Tabbed Browser,normal, --,All,nobody
483355,Private Browsing,normal, --,Linux,nobody
483499,General,minor, --,Mac OS X,nobody
483541,Private Browsing,major, --,Windows XP,nobody
483776,Tabbed Browser,normal, --,Windows Vista,nobody
484220,Search,minor, --,All,nobody
484288,Search,normal, --,All,nobody
484859,Bookmarks & History,normal, --,Linux,nobody
485379,Extension Compatibility,trivial, --,Windows XP,nobody
485723,Bookmarks & History,minor, --,Linux,nobody
486393,Tabbed Browser,normal, --,Windows Vista,nobody
486632,Bookmarks & History,normal, --,Windows XP,nobody
488145,Keyboard Navigation,critical, --,Windows XP,nobody
488322,General,normal, --,Mac OS X,doug.turner
488555,Search,normal, --,All,nobody
488585,Installer,normal, --,Windows 2000,nobody
489215,General,normal, --,All,dtownsend
489248,Installer,normal, --,Windows 7,nobody
489331,Build Config,normal, --,Linux,nobody
489513,Bookmarks & History,normal, --,All,nobody
489895,General,normal, --,Mac OS X,nobody
490198,Private Browsing,normal, --,All,nobody
490249,RSS Discovery and Preview,minor, --,Windows XP,tdowner
490252,Bookmarks & History,normal, --,Windows XP,nobody
490507,Menus,normal, --,All,nobody
490530,Tabbed Browser,minor, --,All,nobody
490627,Bookmarks & History,normal, --,All,nobody
490679,Private Browsing,normal, --,All,nobody
491246,Bookmarks & History,normal, --,Windows Vista,nobody
491258,Tabbed Browser,minor, --,Windows XP,nobody
491761,Bookmarks & History,normal, --,Windows Vista,myk
491780,Preferences,major, --,Windows XP,nobody
492032,Bookmarks & History,normal, --,All,nobody
492078,Keyboard Navigation,minor,P3,All,nobody
493106,Security,major, --,Windows XP,nobody
493198,General,minor, --,Windows XP,nobody
493291,Bookmarks & History,normal, --,All,nobody
493485,Preferences,minor, --,All,ehsan
493911,General,minor, --,Windows XP,nobody
493919,Search,normal, --,All,nobody
494243,General,normal, --,Windows XP,nobody
494786,General,minor, --,All,nobody
495226,Theme,normal, --,Windows Vista,ehsan
495617,Theme,normal, --,Windows Vista,nobody
495713,Tabbed Browser,normal, --,Linux,nobody
496207,Installer,normal, --,Windows Vista,robert.strong.bugs
496353,Extension Compatibility,normal, --,Windows 2000,nobody
496480,Extension Compatibility,normal, --,Mac OS X,nobody
496560,General,normal, --,Linux,honzab.moz
496577,Bookmarks & History,normal, --,All,nobody
497175,Bookmarks & History,normal, --,All,nobody
497352,General,normal, --,Linux,nobody
497485,Tabbed Browser,normal, --,Mac OS X,nobody
497568,Tabbed Browser,minor, --,Mac OS X,nobody
497606,Bookmarks & History,normal, --,Mac OS X,nobody
497717,Private Browsing,major, --,All,ehsan
497752,Session Restore,normal, --,All,nobody
498558,Location Bar,normal, --,Mac OS X,nobody
498719,Bookmarks & History,trivial, --,Windows XP,nobody
498743,Theme,minor, --,Mac OS X,nobody
498957,Private Browsing,normal, --,Mac OS X,nobody
499264,General,normal, --,Windows Server 2003,nobody
499477,General,normal, --,Windows XP,nobody
500100,Private Browsing,major, --,Windows XP,nobody
500288,Bookmarks & History,normal, --,Mac OS X,nobody
500389,Location Bar,minor, --,All,nobody
500584,General,normal, --,Windows XP,nobody
500648,General,minor, --,All,nobody
500742,File Handling,normal, --,Linux,nobody
500770,Shell Integration,normal,P2,Windows CE,nobody
501568,Tabbed Browser,normal, --,Windows XP,nobody
501672,General,normal, --,Windows XP,nobody
501779,Security,major, --,Windows XP,nobody
501981,Tabbed Browser,minor, --,All,nobody
502202,Search,normal, --,Windows XP,nobody
502350,Build Config,minor, --,OS/2,nobody
502512,Menus,normal,P4,Windows CE,nobody
502519,Migration,normal,P2,Windows CE,nobody
502791,General,normal, --,Windows XP,nobody
503073,Session Restore,minor, --,All,nobody
503086,Tabbed Browser,normal, --,Windows Vista,nobody
503111,General,normal, --,All,nobody
503274,Tabbed Browser,normal,P2,Windows CE,paul
503667,Theme,normal, --,Linux,nobody
504004,Shell Integration,major, --,Windows XP,nobody
504045,Search,normal, --,All,nobody
504262,General,normal, --,OpenSolaris,nobody
504499,General,normal,P2,Windows CE,nobody
504748,General,normal, --,Linux,nobody
504872,Search,normal, --,All,nobody
506097,Bookmarks & History,normal, --,All,nobody
506114,Session Restore,normal, --,All,nobody
506255,General,normal, --,Windows Vista,nobody
506466,Security,major, --,Windows Vista,nobody
506723,Installer,minor, --,Windows XP,nobody
506802,Toolbars and Customization,normal,P2,Windows CE,nobody
506883,Session Restore,major, --,Windows XP,nobody
507062,Preferences,normal,P2,Windows CE,nobody
507396,General,normal, --,Windows XP,nobody
507529,General,normal, --,Windows XP,nobody
507630,General,normal,P2,Windows CE,nobody
507816,Tabbed Browser,normal, --,All,nobody
507869,Build Config,normal, --,Linux,nobody
508152,General,minor, --,Windows Vista,nobody
508386,Preferences,normal,P4,Windows CE,nobody
508485,Preferences,minor,P3,Windows CE,nobody
508513,Security,major, --,Windows Vista,nobody
509014,General,normal,P2,Windows CE,nobody
509077,Preferences,major,P2,Windows CE,nobody
509102,General,minor, --,Mac OS X,nobody
509312,General,major, --,Mac OS X,nobody
509446,Toolbars and Customization,normal, --,All,highmind63
509532,General,normal,P1,Windows CE,nobody
509610,Theme,trivial,P3,Windows CE,nobody
509713,Preferences,normal, --,Windows Vista,jmathies
509811,Preferences,minor,P2,Windows CE,nobody
510134,General,normal, --,Windows XP,nobody
510361,General,normal, --,Windows CE,nobody
510480,Location Bar,normal, --,All,nobody
510767,Keyboard Navigation,normal, --,Mac OS X,nobody
510921,General,major, --,Mac OS X,nobody
511017,Search,normal, --,All,rflint
511093,General,normal,P2,Windows CE,nobody
511186,Bookmarks & History,normal,P2,Windows CE,nobody
511257,General,normal,P2,Mac OS X,nobody
511962,Private Browsing,normal, --,All,nobody
512127,General,normal, --,Windows XP,nobody
512198,General,major, --,Windows XP,nobody
512510,Search,normal,P3,All,nobody
513202,General,normal, --,Windows XP,nobody
513414,Installer,normal, --,Windows XP,robert.strong.bugs
514178,Session Restore,normal, --,Mac OS X,nobody
514796,Tabbed Browser,normal, --,All,nobody
514799,Tabbed Browser,normal, --,Windows Vista,nobody
515152,General,normal, --,Windows CE,nobody
515368,Menus,major, --,All,nobody
515717,Tabbed Browser,normal, --,Windows XP,nobody
515862,Build Config,normal, --,Mac OS X,nobody
515911,General,normal, --,Windows CE,nobody
516343,Shell Integration,major,P1,Windows CE,nobody
516349,Shell Integration,major,P1,Windows CE,nobody
516352,Bookmarks & History,major, --,All,nobody
516450,Private Browsing,normal, --,All,nobody
516520,Installer,normal, --,Windows CE,nobody
516755,Session Restore,normal, --,All,jezreel
516805,Private Browsing,normal, --,Windows XP,nobody
516828,Private Browsing,normal, --,Windows XP,adw
517286,General,major, --,Windows 98,nobody
517312,General,normal, --,All,nobody
517718,Bookmarks & History,normal, --,Mac OS X,nobody
517736,Preferences,normal, --,All,nobody
518494,Shell Integration,normal, --,Windows Vista,jmathies
519172,General,normal, --,Mac OS X,nobody
519965,General,normal, --,All,nobody
520660,Bookmarks & History,normal, --,All,asaf
520695,General,normal, --,Windows CE,nobody
520741,Location Bar,trivial, --,All,nobody
520747,Bookmarks & History,normal, --,All,nobody
521031,Theme,normal, --,Mac OS X,nobody
521240,Bookmarks & History,normal, --,Windows Vista,nobody
521501,General,normal, --,Windows CE,nobody
521522,General,normal, --,Windows Vista,nobody
522343,Theme,normal, --,All,nobody
522522,General,major, --,All,nobody
522625,Session Restore,normal,P1,Windows CE,paul
522870,General,normal, --,Other,nobody
523232,General,normal, --,Linux,nobody
523479,General,normal,P2,All,nobody
523480,Migration,normal, --,Windows XP,nobody
523520,Bookmarks & History,normal, --,All,faaborg
523585,General,normal, --,Windows XP,nobody
524952,Shell Integration,normal, --,Windows 7,nobody
525085,Bookmarks & History,normal, --,Windows XP,nobody
525311,General,normal, --,Windows CE,nobody
525596,General,normal, --,Windows CE,nobody
525635,General,normal, --,Linux,paul
525934,General,normal, --,Windows CE,nobody
526039,General,normal, --,Windows CE,nobody
526211,General,normal, --,Windows CE,nobody
526480,Build Config,normal, --,Windows CE,nobody
526573,Build Config,normal, --,Linux,nobody
526618,Shell Integration,normal, --,Windows 7,nobody
526678,Bookmarks & History,normal, --,All,faaborg
526810,Private Browsing,normal, --,Windows CE,nobody
526874,General,normal, --,Windows CE,nobody
527103,Shell Integration,normal, --,Windows 7,nobody
527158,Shell Integration,normal, --,Windows 7,nobody
527974,Shell Integration,normal, --,Windows 7,nobody
528165,Page Info Window,normal, --,All,nobody
528304,Bookmarks & History,normal, --,All,nobody
528452,Session Restore,normal, --,All,mak77
528860,Bookmarks & History,normal, --,Windows XP,nobody
529067,Tabbed Browser,normal, --,All,nobody
529069,Tabbed Browser,normal, --,All,nobody
529081,Tabbed Browser,normal, --,All,nobody
529270,Location Bar,normal, --,Windows XP,nobody
529605,Bookmarks & History,normal, --,All,nobody
529623,Migration,normal, --,Mac OS X,nobody
530029,Extension Compatibility,major, --,Linux,nobody
530092,General,normal, --,Windows CE,nobody
530289,Keyboard Navigation,minor, --,All,nobody
530294,Page Info Window,normal, --,Windows Vista,nobody
531490,General,minor, --,Windows Vista,nobody
531523,General,normal, --,Windows XP,nobody
532213,General,major, --,Mac OS X,nobody
532230,File Handling,normal, --,All,nobody
532408,General,normal, --,Windows 7,nobody
532409,Menus,minor, --,Mac OS X,nobody
532692,General,normal, --,Linux,nobody
533939,General,normal, --,Windows XP,nobody
534152,Theme,normal, --,Mac OS X,mstange
534454,General,critical, --,Linux,nobody
534485,Keyboard Navigation,normal, --,Windows 7,nobody
535179,Bookmarks & History,normal, --,Linux,nobody
535347,Extension Compatibility,major,P1,All,nobody
535601,Extension Compatibility,critical, --,Windows 7,nobody
535998,Extension Compatibility,minor, --,Linux,nobody
536197,Security,normal, --,Windows 7,nobody
536627,Migration,normal, --,All,nobody
537809,Migration,minor, --,Windows XP,nobody
538044,General,normal, --,Windows XP,nobody
538465,General,major, --,Windows Vista,nobody
538570,Build Config,normal, --,All,stas
539139,Migration,normal, --,Linux,nobody
539391,General,major, --,Windows 7,nobody
539548,Bookmarks & History,normal, --,All,bugzilla
539608,Security,major, --,All,nobody
539869,RSS Discovery and Preview,normal, --,All,asaf
540350,General,minor, --,Windows XP,nobody
540710,General,normal, --,Windows 7,nobody
541911,Bookmarks & History,normal, --,All,nobody
542037,Extension Compatibility,major, --,Windows 7,nobody
542257,General,critical, --,Mac OS X,nobody
542346,Preferences,normal, --,All,wesongathedeveloper
542546,Bookmarks & History,normal, --,Windows XP,nobody
542898,General,normal, --,Windows 7,nobody
543045,General,normal, --,Windows 7,nobody
543568,Menus,normal, --,Windows 7,nobody
543690,General,normal, --,All,nobody
544846,Private Browsing,major, --,Windows XP,ehsan
544880,Session Restore,normal, --,Mac OS X,nobody
545157,Extension Compatibility,blocker, --,Windows XP,nobody
545182,General,normal, --,Windows XP,nobody
545389,Session Restore,trivial, --,Mac OS X,nobody
545889,General,normal, --,Mac OS X,nobody
545991,Toolbars and Customization,normal, --,All,nobody
547023,Theme,normal, --,Windows XP,nobody
548111,General,normal, --,Mac OS X,nobody
548945,Extension Compatibility,normal, --,Windows XP,nobody
549289,General,major, --,Linux,nobody
550459,General,normal, --,Windows 98,nobody
550737,General,normal, --,Windows 7,nobody
552272,General,normal, --,Windows XP,nobody
553124,Private Browsing,normal, --,All,ehsan
553389,Tabbed Browser,normal, --,Windows 7,nobody
553404,Tabbed Browser,normal, --,Windows 7,nobody
554232,General,normal, --,Windows 7,nobody
554496,General,major, --,Mac OS X,nobody
554615,Security,normal, --,All,nobody
554944,Theme,normal, --,Windows 7,nobody
555654,Preferences,minor, --,Windows XP,nobody
556089,General,trivial, --,Windows 7,nobody
556430,General,normal, --,Windows XP,nobody
556512,Search,normal, --,All,nobody
556517,Toolbars and Customization,critical, --,Windows Vista,nobody
557733,Shell Integration,normal, --,Windows 7,nobody
557737,General,major, --,Mac OS X,nobody
559103,General,normal, --,All,nobody
559748,Developer Tools,normal, --,All,nobody
560085,Bookmarks & History,normal, --,Windows XP,nobody
560254,Private Browsing,normal, --,All,ehsan
560662,Bookmarks & History,normal, --,Linux,nobody
560800,Bookmarks & History,normal, --,Windows XP,nobody
560942,General,normal, --,All,mak77
561458,Developer Tools,normal, --,All,bugzilla
561826,General,major, --,Solaris,nobody
563161,Theme,normal, --,Windows 7,nobody
564389,General,critical, --,Windows 7,nobody
564727,Preferences,normal, --,All,nobody
564798,Keyboard Navigation,normal, --,All,nobody
564927,Location Bar,normal,P3,Windows Vista,nobody
565262,General,normal, --,Windows 7,nobody
565529,General,normal, --,All,nobody
565550,Preferences,normal, --,All,zfang
565556,General,normal, --,All,nobody
565570,Tabbed Browser,normal, --,All,nobody
565760,General,normal, --,All,nobody
565995,General,normal, --,All,nobody
566010,Private Browsing,normal, --,All,ehsan
566087,Developer Tools: Inspector,normal,P3,Mac OS X,nobody
566527,Location Bar,normal, --,All,nobody
566535,Menus,normal, --,All,dolske
568621,Developer Tools,normal, --,All,nobody
568647,Developer Tools,normal, --,All,bugzilla
568658,Developer Tools,normal, --,All,nobody
568858,Location Bar,trivial, --,Windows 7,nobody
569116,Shell Integration,normal, --,Windows 7,nobody
569142,General,major, --,Mac OS X,nobody
569147,General,normal, --,Mac OS X,nobody
570545,Developer Tools,normal, --,All,nobody
570564,Tabbed Browser,normal, --,All,nobody
570852,General,normal, --,Windows 7,nobody
572405,Installer,normal, --,Windows 7,mozilla
572416,Installer,major, --,Windows XP,nobody
573059,Developer Tools,normal,P3,All,nobody
574103,Developer Tools,normal, --,All,nobody
574256,General,critical, --,Windows XP,nobody
574337,General,normal, --,Windows 7,nobody
574887,Bookmarks & History,normal, --,Mac OS X,nobody
574973,Shell Integration,minor, --,Windows 7,nobody
575057,General,normal, --,Windows 7,nobody
575166,Shell Integration,minor, --,Windows 7,nobody
575200,Theme,normal, --,Windows 7,nobody
575258,Tabbed Browser,normal,P1,All,asaf
575279,Keyboard Navigation,normal, --,All,nobody
575309,Installer,normal, --,Windows XP,nobody
575466,Security,trivial, --,Mac OS X,nobody
575487,General,normal, --,Windows 7,nobody
575735,Developer Tools,normal, --,Linux,nobody
575861,Session Restore,normal, --,All,nobody
576345,Toolbars and Customization,normal, --,All,nobody
576377,Theme,normal, --,Windows 7,nobody
576466,Build Config,normal, --,All,nobody
576472,General,normal, --,Windows Vista,nobody
576510,General,critical, --,Windows XP,nobody
576597,Shell Integration,trivial, --,Mac OS X,nobody
576807,Tabbed Browser,normal, --,All,nobody
576825,Menus,normal, --,All,nobody
577114,General,normal, --,Windows 7,nobody
577179,Build Config,critical, --,Mac OS X,nobody
577465,General,normal, --,Windows 7,nobody
577554,General,critical, --,Windows Vista,nobody
578009,General,normal, --,Windows 7,nobody
578016,Toolbars and Customization,normal, --,Mac OS X,nobody
578147,Tabbed Browser,normal, --,All,edilee
578844,Menus,normal, --,All,nobody
578964,Location Bar,normal, --,All,nobody
579174,Preferences,normal, --,Windows 7,nobody
579278,Theme,normal, --,Windows 7,nobody
579343,Tabbed Browser,normal, --,Windows 7,nobody
579482,Tabbed Browser,normal, --,All,nobody
579635,Security,normal, --,Windows 7,nobody
579725,General,normal, --,All,nobody
579871,Tabbed Browser,normal, --,All,nobody
580007,General,normal, --,All,nobody
580016,Developer Tools,normal, --,All,nobody
580166,Developer Tools,normal, --,All,bugzilla
580519,Toolbars and Customization,normal, --,Linux,nobody
580530,Preferences,normal, --,Mac OS X,nobody
581202,General,normal, --,Windows Vista,nobody
581339,Developer Tools,normal, --,Mac OS X,nobody
581348,General,normal, --,Windows 7,nobody
581646,Tabbed Browser,normal, --,All,nobody
581662,Toolbars and Customization,normal, --,All,nobody
581795,Security,normal, --,All,nobody
582500,General,normal, --,Windows 7,nobody
582957,Toolbars and Customization,normal, --,Mac OS X,nobody
583037,Developer Tools,normal, --,All,nobody
583178,Tabbed Browser,normal, --,All,nobody
583261,Session Restore,normal, --,All,nobody
583442,Theme,normal, --,Windows XP,nobody
583445,General,trivial, --,Windows 7,nobody
583650,General,normal, --,Mac OS X,nobody
583905,General,normal, --,Windows Vista,nobody
583959,Toolbars and Customization,normal, --,Windows Vista,nobody
584775,Developer Tools,normal, --,All,nobody
