Bug ID,Component,Severity,Priority,OS,Assignee
899218,Developer Tools: Scratchpad,normal,P3,All,bbenvie
899347,General,normal,P1,All,mconley
899727,Developer Tools: Netmonitor,normal,P3,All,vporof
899753,Developer Tools: Console,normal,P2,All,gl
899991,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,Mac OS X,anton
900231,Developer Tools: Debugger,normal,P3,Mac OS X,jjurovych
900448,Developer Tools: Console,normal,P3,All,dj
900763,Developer Tools: Debugger,normal,P3,Mac OS X,jlaster
900822,PDF Viewer,normal,P3,All,ydelendik
901271,Developer Tools: Debugger,normal,P2,Windows 7,vporof
901712,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
901952,Bookmarks & History,normal,P4,All,chiragbhatia2006
902539,Developer Tools: Object Inspector,normal,P3,All,bbenvie
903022,General,normal,P1,All,jmathies
903801,Developer Tools: Debugger,normal,P2,All,nfitzgerald
904212,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,anton
905046,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
905700,Developer Tools: Debugger,normal,P2,All,jlong
905854,Developer Tools: Scratchpad,normal,P3,All,bbenvie
905981,Developer Tools: Debugger,normal,P2,All,vporof
906249,Developer Tools: Debugger,normal,P3,Mac OS X,nfitzgerald
906889,Developer Tools: Debugger,normal,P3,Windows 7,past
907001,Location Bar,normal,P2,Mac OS X,mak77
907194,Developer Tools: Debugger,normal,P2,Mac OS X,ejpbruel
907278,Developer Tools: Debugger,normal,P2,Windows 7,masayuki
907755,Developer Tools: Debugger,normal,P3,Mac OS X,b4bomsy
908283,Developer Tools: Debugger,normal,P3,Mac OS X,Sahilc.2200
908337,Developer Tools: Debugger,normal,P3,Mac OS X,nfitzgerald
908913,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
909102,Bookmarks & History,normal,P3,All,standard8
909756,Developer Tools: Console,normal,P2,All,rcampbell
909782,Developer Tools: Debugger,normal,P1,All,bbenvie
910183,Developer Tools: Source Editor,normal,P3,All,bendecoste
911098,Developer Tools: Debugger,normal,P2,All,jordan
911148,Developer Tools: Inspector,normal,P2,All,athena
911916,Developer Tools: Debugger,normal,P3,All,mdibaiee
912240,Developer Tools: Console,normal,P3,All,anton
912260,Developer Tools: Scratchpad,normal,P2,All,anton
912891,Developer Tools: WebIDE,normal,P1,All,paul
912900,Developer Tools: WebIDE,normal,P1,All,rtnpro
912918,Developer Tools: WebIDE,normal,P1,All,jryans
913060,Developer Tools: Scratchpad,normal,P3,All,indiasuny000
913651,General,normal,P3,All,mmaslaney
913661,Developer Tools: Inspector,normal,P3,Mac OS X,ttromey
913665,Developer Tools: Debugger,normal,P3,All,b4bomsy
913961,Developer Tools: Debugger,normal,P3,All,vporof
914667,PDF Viewer,normal,P3,Mac OS X,ydelendik
914930,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
915141,Developer Tools: Console,normal,P3,All,sjakthol
915258,Developer Tools: WebIDE,normal,P1,All,poirot.alex
915261,Developer Tools: WebIDE,normal,P1,All,poirot.alex
915426,Developer Tools: Debugger,normal,P3,Mac OS X,nfitzgerald
915547,SocialAPI,normal,P3,All,mixedpuppy
915923,Developer Tools: WebIDE,normal,P3,All,mdibaiee
916180,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
916454,Developer Tools: Debugger,normal,P2,All,nfitzgerald
916458,Developer Tools: Debugger,normal,P2,All,past
916582,Developer Tools: Inspector,normal,P2,All,jdescottes
916694,Developer Tools: WebIDE,normal,P1,All,rtnpro
916777,Developer Tools: Debugger,normal,P3,Linux,past
916804,Developer Tools: WebIDE,normal,P1,All,jryans
917072,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
917188,Developer Tools: Debugger,normal,P3,All,mihai.sucan
917189,Developer Tools: Debugger,normal,P3,All,b4bomsy
917479,Developer Tools: WebIDE,normal,P1,All,paul
917583,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
917617,Developer Tools: WebIDE,normal,P2,All,i
917696,Developer Tools: Inspector,normal,P2,All,pbrosset
917707,Developer Tools: WebIDE,normal,P1,All,poirot.alex
917777,Developer Tools: Console,major,P2,Linux,paul
917982,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
917983,Developer Tools: Debugger,normal,P3,Mac OS X,nfitzgerald
918004,Developer Tools: WebIDE,normal,P1,All,paul
918017,Developer Tools: Debugger,normal,P3,All,rpmdisguise-nave
918053,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
918107,General,normal,P1,All,gavin.sharp
918240,Developer Tools: Debugger,normal,P3,All,past
918326,Developer Tools: WebIDE,normal,P1,All,poirot.alex
918383,Developer Tools: WebIDE,normal,P1,All,poirot.alex
918588,Developer Tools: Framework,normal,P1,All,jryans
918695,Developer Tools: WebIDE,normal,P2,All,poirot.alex
918797,Developer Tools: Debugger,normal,P1,All,vporof
919155,Developer Tools: Debugger,normal,P1,All,vporof
919188,Developer Tools: WebIDE,trivial,P2,All,aryx.bugmail
919496,Developer Tools: WebIDE,normal,P1,All,paul
919681,Developer Tools: WebIDE,normal,P1,All,jryans
919703,Developer Tools: Source Editor,normal,P2,Mac OS X,anton
919706,Developer Tools: Source Editor,normal,P2,Mac OS X,anton
919707,Developer Tools: Source Editor,normal,P2,Mac OS X,anton
919709,Developer Tools: Debugger,normal,P3,Mac OS X,anton
919819,Developer Tools: Debugger,normal,P3,Mac OS X,jryans
919831,Developer Tools: WebIDE,normal,P1,All,poirot.alex
919981,Developer Tools: WebIDE,normal,P1,All,poirot.alex
920092,Developer Tools: WebIDE,normal,P1,All,poirot.alex
920116,Developer Tools: Console,major,P3,All,mihai.sucan
920321,Developer Tools: Console,normal,P3,All,thomas
920337,Developer Tools: WebIDE,normal,P1,All,jryans
920478,Developer Tools: WebIDE,normal,P1,All,poirot.alex
920481,Developer Tools: WebIDE,normal,P1,All,poirot.alex
920495,Developer Tools: WebIDE,normal,P1,All,paul
920509,Developer Tools: WebIDE,normal,P1,All,paul
920570,Developer Tools: Source Editor,normal,P1,All,anton
920876,Developer Tools: Source Editor,normal,P1,All,anton
921090,Security,normal,P1,All,mozbugs
921102,Developer Tools: Inspector,normal,P1,All,pbrosset
921222,Developer Tools: WebIDE,normal,P1,All,jryans
921226,Developer Tools: WebIDE,normal,P2,All,jryans
921366,Developer Tools: Console,normal,P3,All,dschubert
921409,PDF Viewer,normal,P2,Windows 7,bdahl
921630,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
921845,Developer Tools: WebIDE,normal,P2,All,poirot.alex
921916,General,normal,P2,All,mconley
922144,Developer Tools: WebIDE,normal,P1,All,jryans
922161,Developer Tools: Console,normal,P3,All,henri
922208,Developer Tools: Console,normal,P3,All,dschubert
922212,Developer Tools: Console,normal,P3,Mac OS X,fayolle-florent
922214,Developer Tools: Console,normal,P3,All,dschubert
922219,Developer Tools: Console,normal,P3,All,mihai.sucan
922812,Developer Tools: Scratchpad,normal,P2,Mac OS X,nfitzgerald
922835,Developer Tools: Debugger,normal,P3,All,nfitzgerald
923104,Developer Tools: Scratchpad,normal,P3,All,gijskruitbosch+bugs
923281,Developer Tools: Console,normal,P2,All,rtnpro
923856,Developer Tools: Netmonitor,normal,P3,All,thomas
923971,Developer Tools: Debugger,normal,P3,All,hsteen
924069,Location Bar,major,P1,Linux,ehsan
924238,Developer Tools: Debugger,normal,P3,Mac OS X,thomas
924442,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
924466,Developer Tools: Debugger,normal,P3,All,bbenvie
924568,Developer Tools: WebIDE,normal,P1,All,paul
924574,Developer Tools: WebIDE,normal,P1,All,jryans
924879,Developer Tools: Debugger,normal,P2,All,vporof
924996,Developer Tools: Source Editor,normal,P3,All,gl
925073,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
925199,Developer Tools: WebIDE,normal,P1,All,paul
925219,Developer Tools: WebIDE,normal,P1,Mac OS X,paul
925765,Developer Tools: WebIDE,normal,P1,All,poirot.alex
925770,Developer Tools: WebIDE,normal,P2,All,poirot.alex
925921,Developer Tools: WebIDE,normal,P1,All,jryans
925985,PDF Viewer,normal,P3,Windows XP,jonas.jenwald
926722,Developer Tools: Scratchpad,normal,P3,All,bbenvie
927035,Developer Tools: Console,normal,P3,All,linpyong
927108,Developer Tools: WebIDE,normal,P1,Mac OS X,poirot.alex
927673,Developer Tools: Debugger,normal,P3,All,b4bomsy
928068,General,normal,P2,Windows NT,msamuel
928144,Developer Tools: WebIDE,normal,P1,All,jryans
928158,Developer Tools: WebIDE,normal,P1,All,poirot.alex
928416,Developer Tools: WebIDE,normal,P3,Windows 8,jryans
928963,Developer Tools: Source Editor,normal,P2,All,anton
929061,Developer Tools: WebIDE,normal,P2,All,poirot.alex
929106,Developer Tools: WebIDE,normal,P1,Mac OS X,poirot.alex
929225,Developer Tools: Debugger,normal,P3,Mac OS X,jlong
929234,Developer Tools: Source Editor,normal,P2,Mac OS X,anton
929349,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
929535,Developer Tools: Debugger,normal,P3,All,jryans
929766,Developer Tools: Source Editor,normal,P2,All,anton
930643,Developer Tools: Netmonitor,normal,P1,Mac OS X,vporof
930680,Developer Tools: Inspector,normal,P1,All,ttromey
930928,Developer Tools: WebGL Shader Editor,normal,P2,All,vporof
931041,Developer Tools: Source Editor,normal,P3,Windows 7,scrapmachines
931921,Developer Tools: WebIDE,normal,P1,All,poirot.alex
932282,Developer Tools: WebGL Shader Editor,normal,P2,All,vporof
932305,Developer Tools: Debugger,normal,P2,All,vporof
932912,Developer Tools: Debugger,normal,P2,All,nfitzgerald
933015,Developer Tools: Scratchpad,normal,P1,All,anton
933212,Developer Tools: WebIDE,normal,P1,All,past
933646,Developer Tools: WebGL Shader Editor,normal,P2,All,vporof
933738,Developer Tools: Debugger,normal,P2,Windows 7,past
933905,Developer Tools: WebIDE,normal,P1,All,poirot.alex
934029,General,normal,P1,Windows 8.1,mmaslaney
934032,General,normal,P1,Windows 8.1,msamuel
934225,Developer Tools: WebGL Shader Editor,normal,P2,All,vporof
935229,Developer Tools: WebIDE,normal,P1,All,paul
935366,Developer Tools: Debugger,normal,P3,Mac OS X,poirot.alex
935788,Developer Tools: Debugger,normal,P2,Mac OS X,nfitzgerald
935803,Developer Tools: Inspector,normal,P2,All,bgrinstead
935815,General,normal,P1,All,blair
936187,General,normal,P1,All,MattN+bmo
936195,General,normal,P3,All,adw
936273,General,normal,P3,All,MattN+bmo
936378,General,blocker,P1,All,MattN+bmo
937172,Developer Tools: Debugger,normal,P3,All,wmccloskey
937197,Developer Tools: Debugger,normal,P3,All,lgreco
937415,General,normal,P1,All,MattN+bmo
937539,Developer Tools: Debugger,normal,P2,All,vporof
937586,Developer Tools: Netmonitor,normal,P1,Windows XP,ttromey
937627,Developer Tools: WebGL Shader Editor,normal,P2,All,vporof
938111,Developer Tools,normal,P2,Linux,anton
938290,Developer Tools: WebGL Shader Editor,normal,P3,All,ntim.bugs
938549,Developer Tools: WebGL Shader Editor,normal,P2,All,vporof
938616,Developer Tools: Console,normal,P2,All,bgrinstead
939783,Developer Tools: Console,normal,P3,All,mihai.sucan
940016,Developer Tools: Scratchpad,normal,P3,All,koepked
940275,Developer Tools: Inspector,normal,P3,All,lockhart
940538,Developer Tools: Netmonitor,normal,P2,All,jordan
940541,Developer Tools: WebGL Shader Editor,normal,P2,All,bbenvie
940542,Developer Tools: Inspector,normal,P2,All,sjakthol
940713,Developer Tools: Source Editor,normal,P2,Mac OS X,gl
941018,Developer Tools: Source Editor,normal,P1,All,anton
941089,Developer Tools: Scratchpad,normal,P3,All,linpyong
941287,Developer Tools: Debugger,normal,P3,All,jlong
941385,General,normal,P5,All,blair
941387,General,normal,P3,All,MattN+bmo
941428,General,normal,P3,All,adw
941591,Developer Tools: Scratchpad,normal,P3,All,rahid.robin
941725,Developer Tools: Source Editor,normal,P3,Mac OS X,anton
941781,Developer Tools: Source Editor,normal,P3,Mac OS X,anton
941862,General,normal,P3,All,MattN+bmo
941864,General,normal,P4,All,blair
942707,PDF Viewer,normal,P2,All,jmathies
942915,Toolbars and Customization,normal,P2,Windows 8,msamuel
942931,Developer Tools: Debugger,normal,P2,All,past
943251,Developer Tools: WebIDE,normal,P2,Linux,schien
943306,Developer Tools: Console,normal,P3,All,bgrinstead
943356,Developer Tools: Debugger,normal,P3,All,b4bomsy
943510,Developer Tools: Framework,normal,P2,All,bbenvie
943517,Developer Tools: Debugger,normal,P2,All,ejpbruel
943596,Developer Tools: WebGL Shader Editor,normal,P3,All,vporof
943621,Developer Tools: Style Editor,normal,P2,All,paolo.mozmail
943669,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,All,bbenvie
943672,Developer Tools: Scratchpad,normal,P2,All,bbenvie
943673,Developer Tools: Source Editor,normal,P2,All,bbenvie
943681,Developer Tools: Console,normal,P2,All,bbenvie
943759,General,normal,P3,All,enndeakin
943765,General,normal,P3,All,MattN+bmo
943883,Developer Tools,normal,P1,All,vporof
944640,Developer Tools: Debugger,normal,P3,All,luckyk1592
944740,Toolbars and Customization,normal,P1,All,msamuel
944781,Theme,normal,P2,Windows 7,msamuel
944828,Toolbars and Customization,normal,P2,Windows 8,msamuel
945482,Developer Tools: Debugger,normal,P2,Linux,vporof
946181,Toolbars and Customization,normal,P2,Windows 8,msamuel
946591,Developer Tools: Debugger,normal,P3,All,vporof
946592,Developer Tools: Netmonitor,normal,P3,All,vporof
946601,Developer Tools: Netmonitor,normal,P2,All,vporof
946813,Developer Tools: Debugger,normal,P2,All,jryans
947143,Developer Tools: Debugger,normal,P3,All,alexey.novak.mail
947612,Developer Tools: Debugger,normal,P1,All,bbenvie
947710,Developer Tools: WebIDE,normal,P1,All,jryans
947830,Developer Tools: Debugger,normal,P2,All,past
948807,General,normal,P1,All,MattN+bmo
949380,General,normal,P1,Linux,MattN+bmo
949659,General,normal,P2,All,MattN+bmo
949754,Developer Tools: Debugger,normal,P3,Mac OS X,jjurovych
949762,Developer Tools: Debugger,normal,P3,Mac OS X,jjurovych
950088,Developer Tools: Inspector,normal,P2,All,gl
950986,Toolbars and Customization,normal,P2,Windows 8.1,msamuel
951633,Developer Tools: Debugger,normal,P3,All,vporof
951680,Tabbed Browser,normal,P3,Linux,gijskruitbosch+bugs
951794,Developer Tools: Debugger,normal,P3,Mac OS X,nfitzgerald
951795,Developer Tools: Debugger,normal,P3,Mac OS X,vporof
951975,Developer Tools: Source Editor,normal,P3,Linux,anton
952190,Developer Tools: Debugger,normal,P3,All,mihai.sucan
952277,Developer Tools: Debugger,normal,P3,All,pbrosset
952734,Developer Tools: Debugger,normal,P3,All,vporof
952767,Developer Tools: Debugger,normal,P3,All,vporof
952817,Developer Tools: Object Inspector,normal,P2,All,vporof
955933,Developer Tools: Netmonitor,normal,P1,Mac OS X,gl
956162,General,normal,P3,All,MattN+bmo
956231,Developer Tools: Console,normal,P2,All,obara.justin
956357,Developer Tools: Netmonitor,normal,P3,All,vporof
956567,Developer Tools: Debugger,normal,P3,All,brion
956605,Sync,normal,P2,All,markh
956645,Developer Tools: Debugger,normal,P3,All,alexey.novak.mail
956804,Developer Tools: Debugger,normal,P3,Mac OS X,alexey.novak.mail
956943,Developer Tools: Source Editor,normal,P3,Mac OS X,anton
957174,Developer Tools: Debugger,normal,P3,All,past
958043,Developer Tools: Debugger,normal,P3,All,poirot.alex
958167,Developer Tools: Inspector,normal,P3,Mac OS X,nchevobbe
958176,Developer Tools: Console,normal,P3,All,thomas
958300,General,normal,P1,All,MattN+bmo
958347,Developer Tools: Debugger,normal,P2,All,bbenvie
958403,Developer Tools: Source Editor,normal,P2,All,anton
958673,General,normal,P3,All,blair
958679,General,normal,P2,All,MattN+bmo
959564,Search,normal,P1,All,shorlander
959565,Search,normal,P1,All,shorlander
959567,Search,normal,P1,All,adw
959594,Search,normal,P1,All,adw
959595,Search,normal,P1,All,mak77
959803,Developer Tools: Source Editor,normal,P3,Mac OS X,anton
959844,Sync,normal,P1,All,eoger
959925,PDF Viewer,normal,P3,All,n.nethercote
960047,General,normal,P2,All,mak77
960270,Developer Tools: Source Editor,normal,P3,Mac OS X,anton
960409,PDF Viewer,normal,P3,Windows 7,karlden
960704,Developer Tools: Source Editor,normal,P2,Mac OS X,anton
960905,Developer Tools: Debugger,normal,P3,All,euler90h
960940,PDF Viewer,normal,P5,All,jboriss
961165,Developer Tools: Scratchpad,normal,P3,All,mgoodwin
961431,Developer Tools: Console,normal,P2,All,tnikkel
961867,General,normal,P3,Linux,dtownsend
962357,Developer Tools: Framework,normal,P2,All,bbenvie
962531,Developer Tools: Console,normal,P3,All,rcampbell
962632,Developer Tools: Debugger,normal,P2,All,past
962724,Developer Tools: Debugger,normal,P2,Mac OS X,past
962857,Developer Tools: Debugger,normal,P3,Mac OS X,b4bomsy
962933,PDF Viewer,normal,P3,All,n.nethercote
963005,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,anjalymehla51
963075,PDF Viewer,major,P3,All,ryanvm
964015,Developer Tools: Netmonitor,normal,P2,All,linpyong
964504,Developer Tools: Source Editor,normal,P3,Mac OS X,anton
964545,Developer Tools: Debugger,normal,P3,All,evold
964709,Developer Tools: Debugger,normal,P3,All,hugo.arregui
965130,PDF Viewer,normal,P4,Windows 7,n.nethercote
965157,Developer Tools: Debugger,normal,P3,All,jryans
965172,Developer Tools: Debugger,normal,P3,All,ricard.robin
966014,General,normal,P1,All,MattN+bmo
966098,Sync,normal,P2,All,ttaubert
966209,Developer Tools: Netmonitor,normal,P1,All,vkatsikaros
966241,General,normal,P2,All,enndeakin
966692,Developer Tools: Console,normal,P3,All,rcampbell
966787,Developer Tools: Inspector,normal,P2,All,pbrosset
966896,Developer Tools: Inspector,normal,P3,All,gl
967015,Sync,normal,P1,All,markh
967044,Developer Tools: Console,normal,P3,All,veeti.paananen
967156,Developer Tools: Debugger,normal,P3,All,piyushwaradpande
967201,Developer Tools: Inspector,normal,P1,All,fayearthur
967234,Developer Tools: Debugger,normal,P3,All,jimb
967391,General,normal,P2,All,MattN+bmo
967752,Location Bar,normal,P4,All,dao+bmo
967853,Developer Tools: Debugger,normal,P3,Windows 8.1,hsteen
967873,General,normal,P3,Linux,wmccloskey
968039,General,normal,P2,Mac OS X,enndeakin
968241,Developer Tools: Inspector,normal,P2,All,julian.descottes
968315,Developer Tools: Inspector,normal,P1,All,bgrinstead
968317,Menus,normal,P1,All,mbrubeck
969528,Sync,critical,P2,All,markh
969914,Developer Tools: Framework,normal,P2,All,bgrinstead
970167,Sync,normal,P1,All,markh
970382,Sync,normal,P2,All,ttaubert
970769,Sync,normal,P2,All,ttaubert
970788,General,normal,P2,Linux,MattN+bmo
970790,Developer Tools: Console,normal,P3,All,ckerschb
970962,Developer Tools: Inspector,normal,P2,All,lviknesh
971234,Developer Tools: Inspector,normal,P2,All,ttromey
971266,Sync,normal,P1,All,eoger
971276,Developer Tools: Style Editor,normal,P1,All,scrapmachines
971283,Sync,normal,P2,All,mak77
971798,Developer Tools: Console,normal,P3,All,thomas
971967,Developer Tools: Console,normal,P3,All,jfong
972061,Sync,normal,P2,All,zack.carter
972655,Developer Tools: Console,normal,P3,All,moz-ian
973001,Device Permissions,normal,P1,Mac OS X,florian
973166,Sync,normal,P1,All,kit
974394,Preferences,trivial,P5,All,manishearth
974550,Developer Tools: Console,normal,P3,All,bgrinstead
974804,General,normal,P3,All,MattN+bmo
975477,Developer Tools: Scratchpad,normal,P4,All,adrian.aichner
975894,Sync,normal,P2,All,markh
976393,Sync,normal,P1,All,markh
976633,Sync,normal,P1,All,ckarlof
977082,Developer Tools: Scratchpad,normal,P3,All,adrian.aichner
977169,Developer Tools: Inspector,normal,P1,Mac OS X,athena
977199,Developer Tools: Inspector,normal,P1,All,athena
977262,Developer Tools: Framework,normal,P1,All,athena
977267,Developer Tools: Console,normal,P2,All,jamie
977273,Developer Tools: Console,normal,P2,Mac OS X,athena
977443,Developer Tools,normal,P3,Mac OS X,odvarko
977502,Sync,normal,P1,All,markh
977586,Developer Tools: Console,normal,P3,All,moz.dmitry
978019,Developer Tools: Debugger,normal,P2,Windows 7,nfitzgerald
978688,Developer Tools: Style Editor,major,P1,Linux,sjakthol
979292,Developer Tools: Inspector,normal,P2,All,pbrosset
979991,Developer Tools: Console,normal,P3,All,mrinal.dhar
980006,Developer Tools: Inspector,normal,P1,All,wbamberg
981941,Sync,normal,P2,All,gavin.sharp
982241,Sync,normal,P1,All,gavin.sharp
982319,Developer Tools: Netmonitor,normal,P2,All,gkrizsanits
982456,Developer Tools: Console,normal,P3,Mac OS X,gl
982484,Developer Tools: WebIDE,normal,P2,All,jfong
983121,Developer Tools: Debugger,normal,P3,All,past
983189,General,normal,P2,All,atifrea
983386,Developer Tools: Inspector,normal,P2,All,poirot.alex
985517,Developer Tools: Inspector,normal,P2,All,poirot.alex
986151,Developer Tools: Debugger,normal,P2,Mac OS X,jlong
987670,Sync,normal,P1,Mac OS X,markh
987681,Sync,normal,P1,Mac OS X,eoger
987877,Developer Tools: Inspector,normal,P3,All,pbrosset
988001,Developer Tools: Inspector,normal,P1,All,scrapmachines
988072,Toolbars and Customization,normal,P1,All,dtownsend
988102,Developer Tools: Inspector,normal,P1,All,mratcliffe
988278,Developer Tools: Inspector,normal,P1,Mac OS X,pbrosset
988283,Developer Tools: Inspector,normal,P3,All,thomas
988826,Developer Tools: Console,normal,P3,All,akshendra521994
988887,Developer Tools: Inspector,normal,P1,All,bgrinstead
989058,Developer Tools,normal,P1,Mac OS X,rcampbell
989168,Developer Tools: WebIDE,major,P1,All,jryans
989948,Developer Tools,normal,P2,All,jordan
991045,Developer Tools: Inspector,normal,P2,All,lviknesh
991934,Developer Tools: WebIDE,normal,P1,Mac OS X,jryans
992947,Developer Tools: Style Editor,normal,P1,All,beberveiga
993416,Developer Tools: Inspector,normal,P2,All,gormanchi
993495,Device Permissions,critical,P1,All,florian
994134,Developer Tools: Console,normal,P3,All,manishearth
994729,Developer Tools: Inspector,normal,P1,All,mratcliffe
995252,Developer Tools: Debugger,normal,P2,Mac OS X,jlong
995758,Toolbars and Customization,trivial,P5,Windows 7,ralin
996691,Developer Tools: Object Inspector,normal,P3,All,oriol-bugzilla
996778,Developer Tools: Framework,normal,P3,Mac OS X,bgrinstead
997239,Developer Tools: Console,normal,P3,All,poirot.alex
997315,Developer Tools: Debugger,normal,P2,Mac OS X,dtownsend
998898,Developer Tools: WebIDE,normal,P1,All,poirot.alex
999190,Sync,major,P1,All,eoger
999299,Developer Tools: Style Editor,normal,P2,Mac OS X,bgrinstead
1000458,Location Bar,normal,P3,Linux,gijskruitbosch+bugs
1000993,Developer Tools: WebIDE,normal,P1,All,poirot.alex
1002280,Developer Tools: Inspector,critical,P1,All,bgrinstead
1002456,Developer Tools: Debugger,normal,P2,All,ejpbruel
1003554,Developer Tools: Debugger,normal,P1,Linux,ttromey
1003708,Sync,normal,P4,All,markh
1004025,Developer Tools: Inspector,normal,P3,All,johannes
1004061,Device Permissions,normal,P1,All,past
1004562,Developer Tools: Debugger,normal,P2,All,past
1004726,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,All,vporof
1007200,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,All,vporof
1007202,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,All,vporof
1007203,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,All,vporof
1007460,Developer Tools: Performance Tools (Profiler/Timeline),normal,P2,All,vporof
1008169,Preferences,normal,P3,All,gijskruitbosch+bugs
1008171,Preferences,normal,P3,All,ntim.bugs
1008225,Theme,normal,P4,Windows 8,dao+bmo
1008380,Developer Tools: Debugger,normal,P2,All,ejpbruel
1008730,Theme,normal,P3,All,dao+bmo
1009116,Toolbars and Customization,normal,P1,All,paolo.mozmail
1012869,Developer Tools,normal,P1,Mac OS X,jryans
1013356,Developer Tools: Style Editor,normal,P3,All,ntim.bugs
1013744,Keyboard Navigation,normal,P1,Mac OS X,evilpies
1013945,Developer Tools: Debugger,normal,P2,Mac OS X,past
1014533,Developer Tools: Inspector,normal,P3,All,nikhil.handa19
1016405,Theme,normal,P1,All,dao+bmo
1016737,PDF Viewer,normal,P3,Mac OS X,ydelendik
1017115,Developer Tools: Inspector,normal,P2,All,pbrosset
1017967,Preferences,normal,P3,All,ntim.bugs
1018619,Developer Tools: Graphic Commandline and Toolbar,normal,P2,All,jryans
1018932,PDF Viewer,normal,P3,Mac OS X,browtayl
1019024,Developer Tools: Debugger,normal,P2,Mac OS X,past
1022545,Theme,normal,P4,Windows 8.1,glenn28f
1022547,Theme,normal,P1,Windows 8.1,dao+bmo
1022573,Theme,normal,P4,Windows 8.1,dao+bmo
1022581,Preferences,normal,P3,Windows 8.1,richard.marti
1022588,General,normal,P2,Windows,dao+bmo
1022601,Theme,normal,P2,Windows 8.1,dao+bmo
1022604,Theme,normal,P4,Windows 8.1,dao+bmo
1022726,Developer Tools,normal,P1,All,pbrosset
1022765,Developer Tools: Framework,normal,P1,Mac OS X,poirot.alex
1023386,Developer Tools: Console,normal,P2,All,poirot.alex
1025521,Developer Tools: Style Editor,normal,P1,All,fayearthur
1028735,PDF Viewer,normal,P2,All,jonas.jenwald
1030137,General,normal,P3,Windows 8.1,jmathies
1031956,Developer Tools: Netmonitor,normal,P1,Mac OS X,sy.fen0
1032984,Developer Tools: Inspector,normal,P2,Windows 7,jfong
1034077,Location Bar,normal,P1,All,dao+bmo
1034296,Preferences,normal,P2,All,gijskruitbosch+bugs
1035545,Developer Tools: Console,normal,P3,All,ttromey
1036324,Developer Tools: Inspector,normal,P1,All,bgrinstead
1036815,Preferences,normal,P3,All,jyeh
1037225,Preferences,normal,P2,All,yashmehrotra95
1039448,Developer Tools: Debugger,normal,P3,All,janx
1039686,Developer Tools: Console,normal,P2,Mac OS X,past
1040882,Developer Tools: Style Editor,normal,P1,All,fayearthur
1041266,Developer Tools: Debugger,normal,P2,All,past
1041514,General,normal,P2,Windows 7,jaws
1041895,Developer Tools: Netmonitor,major,P3,All,ntim.bugs
1042253,Developer Tools: Console,normal,P2,All,fayearthur
1042761,Developer Tools: Debugger,normal,P2,All,past
1043612,Preferences,normal,P2,All,jaws
1044050,Developer Tools: Console,normal,P1,All,bgrinstead
1044597,Preferences,normal,P1,All,jaws
1044600,Preferences,normal,P2,All,jaws
1045333,Developer Tools: Console,normal,P3,All,bgrinstead
1046394,Developer Tools: Performance Tools (Profiler/Timeline),blocker,P1,All,poirot.alex
1046803,Developer Tools: Inspector,normal,P1,All,bgrinstead
1047586,Preferences,major,P2,All,gijskruitbosch+bugs
1047613,Location Bar,normal,P1,Windows 7,mak77
1048793,General,normal,P1,All,gfritzsche
1049103,Developer Tools: Console,normal,P2,Linux,poirot.alex
1049130,Tours,normal,P2,All,rexboy
1049825,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,nfitzgerald
1049865,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,wafflespeanut
1049888,Developer Tools: Storage Inspector,normal,P1,All,mratcliffe
1050085,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,jordan
1050123,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,sjakthol
1050128,Developer Tools: Performance Tools (Profiler/Timeline),normal,P3,All,jordan
1050346,PDF Viewer,normal,P1,All,ydelendik
1050500,Developer Tools: Performance Tools (Profiler/Timeline),normal,P1,All,jimb
1051861,New Tab Page,normal,P3,Windows 7,dao+bmo
1052736,Developer Tools: Inspector,normal,P2,All,mratcliffe
1053456,Untriaged,critical,P2,All,felipc
1054159,Developer Tools: Debugger,normal,P2,All,past
